1	0.8444218515250481
2	0.7579544029403025
3	0.420571580830845
4	0.25891675029296335
5	0.5112747213686085
6	0.4049341374504143
7	0.7837985890347726
8	0.30331272607892745
9	0.4765969541523558
10	0.5833820394550312
11	0.9081128851953352
12	0.5046868558173903
13	0.28183784439970383
14	0.7558042041572239
15	0.6183689966753316
16	0.25050634136244054
17	0.9097462559682401
18	0.9827854760376531
19	0.8102172359965896
20	0.9021659504395827
21	0.3101475693193326
22	0.7298317482601286
23	0.8988382879679935
24	0.6839839319154413
25	0.47214271545271336
26	0.1007012080683658
27	0.4341718354537837
28	0.6108869734438016
29	0.9130110532378982
30	0.9666063677707588
31	0.47700977655271704
32	0.8653099277716401
33	0.2604923103919594
34	0.8050278270130223
35	0.5486993038355893
36	0.014041700164018955
37	0.7197046864039541
38	0.39882354222426875
39	0.824844977148233
40	0.6681532012318508
41	0.0011428193144282783
42	0.49357786646532464
43	0.8676027754927809
44	0.24391087688713198
45	0.32520436274739006
46	0.8704712321086546
47	0.19106709150239054
48	0.5675107406206719
49	0.23861592861522019
50	0.9675402502901433
51	0.80317946927987
52	0.44796957143557037
53	0.08044581855253541
54	0.32005460467254576
55	0.5079406425205739
56	0.9328338242269067
57	0.10905784593110368
58	0.5512672460905512
59	0.7065614098668896
60	0.5474409113284238
61	0.814466863291336
62	0.540283606970324
63	0.9638385459738009
64	0.603185627961383
65	0.5876170641754364
66	0.4449890262755162
67	0.5962868615831063
68	0.38490114597266045
69	0.5756510141648885
70	0.290329502402758
71	0.18939132855435614
