1	-1.2863118098532764
2	-1.2968325354584236
3	-1.136798838713447
4	-1.2868661931326768
5	-1.344840621129486
6	-0.5921615639718327
7	-0.8399895032642801
8	-0.7581610030618657
9	-1.1312968142130488
10	-0.6538579469064478
11	-0.902155287009129
12	-0.7276544337510353
13	-0.8784688556876441
14	-1.0331415645364563
15	-0.6181072788408057
16	-1.25712120804313
17	-0.9360186224511802
18	-1.3788689293151437
19	-1.076932264472343
20	-1.3758103920385478
21	-1.3230061071808352
22	-1.3989267044643219
23	-1.162824654284079
24	-1.378407716801413
25	-1.125915523725154
26	-1.065151921675704
27	-1.4463435817284411
28	-0.7519179978320603
29	-1.4714497242304594
30	-1.3311438558571416
31	-0.9829009641052187
32	-1.2231911632638797
33	-1.5215811811883286
34	-1.1363003351249246
35	-1.0250617662345265
36	-0.8366512523964049
37	-1.0657846077040949
38	-1.1058236855127133
39	-1.799828812563205
40	-1.0128876345087034
41	-1.4237289269618225
42	-0.9541913810760816
43	-1.6194386072947635
44	-0.5806483545816414
45	-1.5067399298289077
46	-1.2385438399279165
47	-1.5425883317821745
48	-1.2507063994182301
49	-1.6238134983055152
50	-1.124595107824109
51	-1.445439206063054
52	-1.0044565760673771
53	-1.122623999111263
54	-1.0754205967076969
55	-0.4567535228099642
56	-0.9904957844937483
57	-1.2771724157392201
58	-0.7676153666703476
59	-1.1820948987564046
60	-1.4013182628895384
61	-1.5608825795030645
62	-1.304013312741838
63	-1.3868555361450552
64	-1.0757830041663938
65	-1.2596150928921412
66	-1.3395486547103586
67	-1.489609908875619
68	-1.5208322760451312
69	-0.8359098304747485
70	-1.4762135378594534
71	-1.4569891286452554
